"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","1.750211","0","25"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Game/DAsTEPHfolder/M_volumetricfog.M_volumetricfog","0","14","14","1","10.551225","0","14"
"/Game/DAsTEPHfolder/Meshes/SpookSign_Mat.SpookSign_Mat","0","3","3","1","0.000000","0","3"
"/Game/Art/Rob/Particles/M_SoundWave2.M_SoundWave2","0","16","16","1","10.316957","0","16"
"/Game/DAsTEPHfolder/Meshes/photosmat.photosmat","0","6","7","1","6.439411","0","7"
"/Game/DAsTEPHfolder/Meshes/BooBanner.BooBanner","0","6","7","1","0.000000","0","7"
"/Game/DAsTEPHfolder/Meshes/BooFlag.BooFlag","0","6","7","1","0.000000","0","7"
"/Game/Characters/UVchecker_Aura.UVchecker_Aura","0","8","8","1","8.414663","0","8"
"/Game/Characters/UVchecker_Ghost.UVchecker_Ghost","0","8","8","1","6.332337","0","8"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","1.050241","0","5"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","12.352347","0","16"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","1.060415","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","3.663398","0","6"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","3.865005","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.076846","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.057612","0","5"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","6.234858","0","6"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","1.834666","0","2"
"/Game/Characters/lambert3.lambert3","0","3","3","1","2.940530","0","3"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","2.285349","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.855539","0","2"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","0","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","2.872138","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","6.974086","0","14"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","4.909359","0","6"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","8.750023","0","9"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","4.452579","0","6"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","12.160676","0","24"
"/Game/Art/Rob/Particles/M_MNote3.M_MNote3","0","16","16","1","9.913079","0","16"
"/Game/Art/Rob/Particles/M_MNote1.M_MNote1","0","16","16","1","9.977689","0","16"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","1.044345","0","5"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","2.773850","0","5"
"/Game/DAsTEPHfolder/Meshes/ColourAtlas.ColourAtlas","0","6","7","1","5.789135","0","7"
"/Game/DAsTEPHfolder/Colour_Picker_Mat.Colour_Picker_Mat","0","14","16","1","13.590591","0","16"
"/Game/Art/Rob/Particles/M_MNote2.M_MNote2","0","16","16","1","10.205253","0","16"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","1.139066","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","5.512025","0","6"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","1.187608","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","0","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","0","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","0","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","0","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","0","1","0.000000","0","0"
"/Game/GhostFace/MatGhostBrows.MatGhostBrows","0","13","0","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","0","1","0.000000","0","0"
"/Game/GhostFace/Mat_GhostMouth.Mat_GhostMouth","0","13","0","1","0.000000","0","0"
"/Game/GhostFace/Mat_GhostEyes.Mat_GhostEyes","0","13","0","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","0","1","0.000000","0","0"
"Globals","49","33","0","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","36","40","1","0.000000","0","40"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","36","40","1","0.000000","0","40"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","56","60","2","17.701649","0","60"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","11.387797","0","73"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","4","4","1","0.977564","0","4"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","4","1","0.000000","0","4"
"/Game/Art/Rob/Particles/M_Zzz.M_Zzz","49","18","18","1","5.384315","0","18"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","1.061873","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","90","90","1","0.000000","0","90"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","8","8","1","0.000000","0","8"
"/Game/Art/Rob/Particles/M_Fog1.M_Fog1","49","18","18","1","7.772536","0","18"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","146","164","6","0.000000","0","164"
"/InterchangeAssets/gltf/M_Default.M_Default","49","146","164","6","0.000000","0","164"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","138","148","6","0.000000","0","148"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","48","48","2","0.000000","0","48"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","138","148","6","0.000000","0","148"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","226","236","6","0.000000","0","236"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","7","7","1","1.625587","3","7"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","16","1","7.386881","0","16"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","44","50","2","0.000000","0","50"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","14","14","2","4.043661","0","14"
"/Game/Art/Rob/Particles/M_SoundWave2.M_SoundWave2","49","18","18","1","7.137834","0","18"
"/Game/DAsTEPHfolder/Meshes/photosmat.photosmat","49","11","12","1","9.765561","0","12"
"/Game/DAsTEPHfolder/Meshes/SpookSign_Mat.SpookSign_Mat","49","8","8","1","3.099689","0","8"
"/Game/DAsTEPHfolder/Meshes/BooFlag.BooFlag","49","11","12","1","0.000000","0","12"
"/Game/DAsTEPHfolder/Colour_Picker_Mat.Colour_Picker_Mat","49","61","63","1","87.282349","0","63"
"/Game/Art/Rob/Particles/M_MNote3.M_MNote3","49","18","18","1","7.035225","0","18"
"/Game/Art/Rob/Particles/M_MNote2.M_MNote2","49","18","18","1","7.946752","0","18"
"/Game/Art/Rob/Particles/M_MNote1.M_MNote1","49","18","18","1","5.166545","0","18"
"/Game/DAsTEPHfolder/Meshes/BooBanner.BooBanner","49","11","12","1","0.000000","0","12"
"/Game/DAsTEPHfolder/Meshes/ColourAtlas.ColourAtlas","49","11","12","1","4.579293","0","12"
"/Game/GhostFace/Mat_GhostMouth.Mat_GhostMouth","49","177","179","1","174.229477","0","0"
"/Game/DAsTEPHfolder/MAT_Floor.MAT_Floor","49","5","5","1","0.000000","0","5"
"/Game/DAsTEPHfolder/MAT_Wall.MAT_Wall","49","5","5","1","0.000000","0","5"
"/Game/DAsTEPHfolder/house_wood_Mat.house_wood_Mat","49","5","5","1","0.000000","0","5"
"/Game/DAsTEPHfolder/MAT_wood.MAT_wood","49","5","5","1","0.000000","0","5"
"/Game/Characters/UVchecker_Aura.UVchecker_Aura","49","10","10","1","2.931592","0","10"
"/Game/Characters/UVchecker_Ghost.UVchecker_Ghost","49","10","10","1","3.329810","0","10"
"/Game/Characters/UVchecker.UVchecker","49","6","6","1","0.000000","0","6"
"/Game/GhostFace/MatGhostBrows.MatGhostBrows","49","177","179","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1780","1803","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","18","20","1","8.487391","0","20"
"/Game/GhostFace/Mat_GhostEyes.Mat_GhostEyes","49","177","179","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","75","75","1","0.000000","0","75"
"/Engine/VREditor/TransformGizmo/Main.Main","49","7","7","1","0.735289","0","7"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","8","8","1","3.430520","0","8"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","16","1","10.124003","0","0"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","6","6","1","0.000000","0","6"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","6","6","1","0.000000","0","6"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","35","38","1","0.000000","0","38"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","65","71","1","0.000000","0","71"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","35","38","1","0.000000","0","38"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","7","7","1","0.771938","0","7"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","7","7","1","0.734539","0","7"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","0.000000","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","16","0","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","8","8","1","3.794685","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","8","9","1","4.326385","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","8","9","1","3.311736","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","16","18","1","8.195749","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","9","9","1","0.897585","0","9"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","8","1","1.611129","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","7","7","1","0.782242","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","7","7","1","0.713862","0","7"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","28","28","1","8.616495","0","28"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","75","75","1","0.000000","0","75"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","31","31","1","0.000000","0","31"
"/Game/Characters/lambert3.lambert3","49","8","8","1","8.864657","0","8"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","1.724899","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","0.000000","0","63"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","65","71","1","0.000000","0","71"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","1.191079","0","4"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","0.000000","0","11"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","3.093613","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","4","4","1","1.328983","0","4"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","7","7","1","1.704548","0","7"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","7","7","1","1.773292","0","7"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","16","16","1","4.573098","0","16"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","10","10","1","3.605689","0","10"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","14","14","1","12.437256","0","14"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","11","11","1","10.576756","0","11"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","11","11","1","9.521449","0","11"
"/Game/DAsTEPHfolder/M_volumetricfog.M_volumetricfog","49","14","14","1","0.000000","0","14"
"/Game/LevelPrototyping/Materials/M_FlatCol.M_FlatCol","49","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","0.717699","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","0.730979","0","5"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","0.000000","0","4"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","8","1","2.575175","0","8"
